reviewId,content,score,gender,location,date,Unnamed: 6,Unnamed: 7,tokens,text_final,label
b6124dcb-077c-40ce-89ed-9cbdc047e0fc,I dunno...I guess it works. but I really dont like that you cant delete photo once you add one you have to replace - you can't have less than six. I paid for 3 month but canceled a couple of weeks later cuz Id basically get one or no profiles. not their fault. my criteria is tight. Just use Meetup - far easier to meet people.,3.0,female,"Santa Cruz, Bolivia",2020-07-06,,,"['dunno', 'guess', 'work', 'not_like', 'not_delete', 'photo', 'add', 'replace', 'pay', 'month', 'cancel', 'couple_week', 'profile', 'fault', 'criterion', 'tight', 'meetup', 'easy', 'meet', 'people']",dunno guess work not_like not_delete photo add replace pay month cancel couple_week profile fault criterion tight meetup easy meet people,neutral
99c0cd61-fab4-4af6-8d1f-aeeae17786c7,"It was great now, now has more limitations and so it's okay. Fix notifications and calling features ASAP!",3.0,male,"Houston, United States",2019-05-27,,,"['limitation', 'okay', 'fix', 'notification', 'call', 'feature', 'asap']",limitation okay fix notification call feature asap,neutral
5387ed6c-144c-4aa9-8656-4cf688d97f64,"The quality has dropped precipitously since I started using Hinge a few years ago. To be fair to the app, I'm not sure how much of that is because it's stopped being a relationship app and become flooded by profiles with minimal effort looking for hookups and how much of the drop in quality is due to changes made by the company",3.0,male,"Jeddah, Saudi Arabia",2018-06-15,,,"['quality', 'drop', 'start', 'year', 'fair', 'not_sure', 'stop', 'relationship', 'flood', 'profile', 'minimal', 'effort', 'look', 'hookup', 'drop', 'quality', 'change', 'company']",quality drop start year fair not_sure stop relationship flood profile minimal effort look hookup drop quality change company,neutral
fb03e971-6a8e-43eb-bffc-d3029f452dc0,I am still learning about this app but so far it looks good I am still trying to get used to it,3.0,male,"Harare, Zimbabwe",2019-04-24,,,"['learn', 'look', 'try']",learn look try,neutral
fc2d5224-3adb-4bb0-b90d-d4902e84236f,"No discount code or first time rate, £35 per month is more than a gym membership 🤷🏻‍♀️ nothing to ""entice"" you in, just full block so they force you to pay especially with cost of living etc going up 🤦🏻‍♀️ Why not have a discount code?? Why not have a free trial for 1st time members ?? What a shame as Iije the different way you've gone about dating.",3.0,male,"Cairo, Egypt",2018-12-08,,,"['discount', 'code', 'time', 'rate', 'month', 'gym', 'membership', 'woman_shrug', 'light_skin', 'tone', 'entice', 'block', 'force', 'pay', 'cost', 'live', 'go', 'woman', 'facepalme', 'light_skin', 'tone', 'discount', 'code', 'free', 'trial', 'time', 'member', 'shame', 'iije', 'different', 'go']",discount code time rate month gym membership woman_shrug light_skin tone entice block force pay cost live go woman facepalme light_skin tone discount code free trial time member shame iije different go,neutral
3f7fb8aa-7f92-4187-9a43-d10517001d24,Hinge?!? MORE LIKE CRINGE AHAHAHAHAH,3.0,female,"Nadi, Fiji",2021-06-02,,,"['cringe', 'ahahahahah']",cringe ahahahahah,neutral
d3896596-5312-4ffc-98ba-64efbfc5965e,good app but it feels like a dev went a little to big for the money,3.0,male,"Nairobi, Kenya",2018-10-13,,,"['feel', 'dev', 'go', 'little', 'big', 'money']",feel dev go little big money,neutral
83fd2a13-4fb7-42f8-b257-65224c0fd4ba,"Pretty good compared to tinder and bumble, however they've been implementing things lately that really restrict free users ability to get matches. I used to be able to see whoever liked me, but now I can only see one at a time. Plus, the price for premium is outrageous.",3.0,male,"Hamburg, Germany",2018-02-08,,,"['compare', 'implement', 'thing', 'restrict', 'free', 'user', 'ability', 'match', 'able', 'like', 'time', 'price', 'premium', 'outrageous']",compare implement thing restrict free user ability match able like time price premium outrageous,neutral
79204311-43c1-42e0-8eb1-a2a8cda44bc0,Its better than the rest of apps out there but they could still use design and psychology to create a more streamlined experience for people seeking serious dating over hookups.,3.0,male,"Warsaw, Poland",2017-09-02,,,"['well', 'rest', 'app', 'design', 'psychology', 'create', 'streamlined', 'experience', 'people', 'seek', 'hookup']",well rest app design psychology create streamlined experience people seek hookup,neutral
474478b7-1a83-4d71-ad78-6ce36da13a3f,Way way too many fake profiles.,3.0,male,"Boston, United States",2019-09-17,,,['fake_profile'],fake_profile,neutral
8d60cb65-5508-4f2a-933b-9e6128ee3a28,It took a while to put photos on profile,3.0,male,"Kumasi, Ghana",2018-10-29,,,"['take', 'photo', 'profile']",take photo profile,neutral
98a80580-4a89-4440-a859-91794ac36dcf,sometimes i press to send a message i was typing for ages. then the message disappeared and hasn't been sent at all.,3.0,male,"Shenzhen, China",2018-09-02,,,"['press', 'send_message', 'type', 'age', 'message', 'disappear', 'send']",press send_message type age message disappear send,neutral
c83166d7-e815-4f4a-b863-b70081eaa3ec,"hard to recommend, not enough matches",3.0,male,"New York, United States",2019-09-17,,,"['hard', 'recommend', 'not_enough_match']",hard recommend not_enough_match,neutral
411fd47b-947e-4632-9f87-33ddfbe8e4c9,on the fence with no matches,3.0,male,"Denver, United States",2019-11-19,,,"['fence', 'match']",fence match,neutral
440e9de8-fafb-4c93-aea4-68d40d8cd382,"The app itself is just ok. I have had no issues with the messaging function. I refuse to pay for anything in app though. The biggest issue is the matches being non-responsive or wanting to immediately get contact info because they ""don't check the app regularly"". And then they ghost immediately afterwards. And let's not forget the fake accounts.",3.0,male,"New York, United States",2019-10-08,,,"['ok', 'issue', 'messaging', 'function', 'refuse', 'pay', 'big_issue', 'match', 'non', 'responsive', 'want', 'contact', 'info', 'not_check', 'ghost', 'not_forget', 'fake', 'account']",ok issue messaging function refuse pay big_issue match non responsive want contact info not_check ghost not_forget fake account,neutral
a2af9cbb-d857-45f8-8f55-af984780905d,Pretty good dating app. Making likes attached to pictures or prompts is a great idea and I love that every like comes with a comment. Still a little greedy but by far my favorite dating app. It just needs a higher population.,3.0,female,"Santa Cruz, Bolivia",2020-08-31,,,"['make', 'like', 'attach', 'picture', 'prompt', 'idea', 'come', 'comment', 'little', 'greedy', 'favorite', 'need', 'high', 'population']",make like attach picture prompt idea come comment little greedy favorite need high population,neutral
c511a410-ffbf-4953-b0e6-ba0d0fa91327,chicks are stuck up.. been on Herr for 3 months and nothing,3.0,male,"Tripoli, Libya",2019-04-09,,,"['chick', 'stick', 'herr', 'month']",chick stick herr month,neutral
8f54a077-b9ec-4e3e-8e1b-b0d480e27d21,"I am new to dating apps and this is my very first experience on any of them, and I find this a bit clunky to get around as I'm getting used to it. From all reports it has features that others simply don't have.",3.0,male,"Krakow, Poland",2017-12-16,,,"['new', 'app', 'experience', 'find', 'bit', 'clunky', 'get', 'report', 'feature']",new app experience find bit clunky get report feature,neutral
b83023e8-13ab-4c69-a728-57c98e193d0d,"Ill upgrade this app to a 3/5. The development team did address most of the problems i had with it in the past. Although I havent tried the payed option (not convinced that it will help at all), id say its all around a decent dating app. Id compare it to bumble as an equal. Tinder obviously is a dumpster fire and hasnt been good in damn near a decade",3.0,male,"Abu Dhabi, United Arab Emirates",2018-07-12,,,"['ill', 'upgrade', 'development', 'team', 'address', 'problem', 'past', 'not_try', 'pay', 'option', 'not_convince', 'help', 'decent', 'compare', 'equal', 'dumpster', 'fire', 'decade']",ill upgrade development team address problem past not_try pay option not_convince help decent compare equal dumpster fire decade,neutral
81182967-c8c5-4d86-b4a2-eaba481924c0,"I just came on here to complain about how confusing it is to understand people's profiles, particularly regarding their location. It puts the neighborhood they live in as the location, which is often obscure and unclear, so I'm getting matched with people in other towns and neither of us knew where the other person actually lives. Maybe the neighborhood thing would work in a large city like New York or LA, but in the state of Oregon it makes no sense whatsoever.",3.0,male,"Bangalore, India",2018-04-15,,,"['come', 'complain', 'confusing', 'understand', 'people', 'profile', 'location', 'put', 'neighborhood', 'live', 'location', 'obscure', 'unclear', 'get', 'match', 'people', 'town', 'know', 'person', 'live', 'neighborhood', 'work', 'large', 'city', 'new_york', 'la', 'state', 'oregon', 'make_sense']",come complain confusing understand people profile location put neighborhood live location obscure unclear get match people town know person live neighborhood work large city new_york la state oregon make_sense,neutral
3ddeb75a-c6fb-476e-9583-90b09d552577,Mediocre! Lacking verification. Well over 200 + profiles skipped because they weren't verified.,3.0,male,"Austin, United States",2019-09-06,,,"['mediocre', 'lacking', 'verification', 'profile', 'skip', 'not_verify']",mediocre lacking verification profile skip not_verify,neutral
da7d4211-22a6-410c-96e2-620c14636ed1,"!Needs darkmode! So much WHITE. It flashes a screen of solid WHITE(?!) after each person. Are you TRYING to hurt people's eyes??(app creators) --Quality over quantity is hinges angle. I get the most results from this app out of all the dating apps. People actually write back, etc. --There should be separate categories. For trans, open relationship, etc. Needs a PC web site version. Would prefer you just had the usual 500-character space to write a profile-blurb instead of the 3 prompts.",3.0,male,"Mombasa, Kenya",2019-04-04,,,"['need', 'darkmode', 'white', 'flash', 'screen', 'solid', 'white', 'person', 'try', 'hurt', 'people', 'creator', 'quantity', 'hinge', 'angle', 'result', 'app', 'people', 'write', 'separate', 'category', 'trans', 'open', 'relationship', 'need', 'pc', 'web', 'site', 'version', 'prefer', 'usual', 'character', 'space', 'write', 'profile', 'blurb', 'prompt']",need darkmode white flash screen solid white person try hurt people creator quantity hinge angle result app people write separate category trans open relationship need pc web site version prefer usual character space write profile blurb prompt,neutral
98da03f0-b9aa-48e1-9f23-484ed615cb18,Not lousy,3.0,male,"Tel Aviv, Israel",2018-04-11,,,['not_lousy'],not_lousy,neutral
e64e97df-51df-4891-8a17-cb9b26305e78,First dating app that actually works a bit. Algorithm seems amazing! I would've definitely considered buying the paid version but it's just too expensive at the moment.,3.0,male,"Paris, France",2018-01-24,,,"['work', 'bit', 'algorithm', 'consider', 'buy', 'pay', 'version', 'expensive', 'moment']",work bit algorithm consider buy pay version expensive moment,neutral
d15761c5-ec49-4c73-a929-86196760df9b,I'm too young for this app. Every girl is at least 5 years older than me.,3.0,male,"Seattle, United States",2020-03-13,,,"['young', 'girl', 'year_old']",young girl year_old,neutral
d81d964c-26ad-49b1-bdc7-3959161382cd,"I think something is wrong with the algorithm because I have my settings set to show me only women and 80% of my ""compatible"" matches are men. I agree that this app is ""designed to be deleted"" but not in the way y'all are describing. Please fix this or I will no longer be using this. It feels homophobic.",3.0,female,"Córdoba, Argentina",2020-08-22,,,"['think', 'wrong', 'algorithm', 'setting', 'set', 'woman', 'compatible', 'match', 'man', 'agree', 'design_delete', 'describe', 'fix', 'feel', 'homophobic']",think wrong algorithm setting set woman compatible match man agree design_delete describe fix feel homophobic,neutral
c3ef3cab-370b-48a7-8fa3-95b9c47b4b47,"keep in my just got started on this app, and im only rating it a 3 because it's a lot like other dating apps in the sense that your pretty limited unless your willing to pay.",3.0,female,"Melbourne, Australia",2021-05-20,,,"['start', 'rat', 'app', 'sense', 'limited', 'willing', 'pay']",start rat app sense limited willing pay,neutral
1f5ecc35-3213-4166-9369-3fe368be75d7,"The app is great, until you realise that even paid subscription gets you nowhere... algorithm learns your type and saves it in a separate category, Standouts, you must pay for (£3 per person) to even try to connect with these people. Absolutely deceitful and not worh it if you are serious. Wasted money.",3.0,male,"Washington DC, United States",2019-11-21,,,"['realise', 'pay', 'subscription', 'get', 'algorithm', 'learn_type', 'save', 'separate', 'category', 'standout', 'pay', 'person', 'connect_people', 'deceitful', 'not_worh', 'waste', 'money']",realise pay subscription get algorithm learn_type save separate category standout pay person connect_people deceitful not_worh waste money,neutral
7b0f526b-34c1-4385-be66-0ab54a8ec086,I must be doing something wrong. I am not finding local people or getting responses. I appreciate free apps. but must be doing something wrong. help,3.0,male,"Cape Town, South Africa",2019-02-26,,,"['wrong', 'not_find', 'local', 'people', 'get', 'response', 'appreciate', 'free', 'app', 'wrong', 'help']",wrong not_find local people get response appreciate free app wrong help,neutral
95c2dc60-8bb5-44d0-a9cd-b018d49ce3d1,"I have to pay 40$ CAD b4 tax per month to see ""all"" the ppl who've liked my profile !? lame.",3.0,male,"Amsterdam, Netherlands",2017-12-23,,,"['pay', 'tax', 'month', 'ppl', 'like', 'profile']",pay tax month ppl like profile,neutral
33deda4c-40dd-4b28-b59b-621ab71ebb8b,It's only been 1 day lol,3.0,female,"Canberra, Australia",2020-12-27,,,"['day', 'lol']",day lol,neutral
537ccfa7-0264-4a76-89dd-9a92d55eede5,Not to bad as UI-UX good application in general but if you are looking for straight partner....ha good luck. Almost everyone is anything but straight,3.0,female,"Wellington, New Zealand",2021-03-31,,,"['ui', 'ux', 'application', 'general', 'look', 'straight', 'partner', 'luck']",ui ux application general look straight partner luck,neutral
282a9b9b-7f77-4c77-83f7-c778298f3116,"A good app on the surface, but the pay wall is insane. I also would like to actually know when my likes/roses are refreshed (like a timer) instead of potentially losing matches when I can't like their profiles.",3.0,male,"Warsaw, Poland",2018-02-01,,,"['surface', 'pay_wall', 'insane', 'know', 'like', 'rose', 'refresh', 'timer', 'lose', 'match', 'not_like', 'profile']",surface pay_wall insane know like rose refresh timer lose match not_like profile,neutral
2e32c200-15a3-42b8-9897-e8a8ad912e1d,mid app. they hide all the prettiest girls behind a paywall.,3.0,female,"Arequipa, Peru",2020-11-05,,,"['mid', 'hide', 'prettiest', 'girl', 'paywall']",mid hide prettiest girl paywall,neutral
7884917d-ed55-4730-b651-0424d45cf9da,It's an interesting take on dating apps but it lacks the userbase compared to Tinder... Also feels really limited without paying,3.0,male,"Tijuana, Mexico",2020-01-13,,,"['interesting', 'app', 'lack', 'userbase', 'compare', 'feel', 'limited', 'pay']",interesting app lack userbase compare feel limited pay,neutral
7b4b254c-368d-4d40-ad5c-04c0a431d338,too many unmonitored profiles,3.0,male,"Guangzhou, China",2018-06-13,,,"['unmonitored', 'profile']",unmonitored profile,neutral
bb97947f-efc0-460b-9b76-7e259def67b2,I tried to buy Roses but the purchase wouldnt go through,3.0,female,"Caracas, Venezuela",2020-11-13,,,"['try', 'buy_rose', 'purchase', 'not_go']",try buy_rose purchase not_go,neutral
ac473501-431a-4b09-aa46-59de24806507,it's OK so far for free I'm glad they let us talk just wish they had a pay more option like bumble so I never have to pay again. I'm sticking with the free option otherwise,3.0,female,"Canberra, Australia",2021-05-20,,,"['ok', 'free', 'glad', 'talk', 'wish', 'pay', 'option', 'pay', 'stick', 'free', 'option']",ok free glad talk wish pay option pay stick free option,neutral
4f39db1c-a01a-48bf-b340-1bc6a9142522,"Profile shows distance only in imperial units (miles) instead of kilometres since the update, and can't change it anywhere. We're not all Americans or Brits.",3.0,female,"Cali, Colombia",2020-08-21,,,"['profile', 'show', 'distance', 'imperial', 'unit', 'mile', 'kilometre', 'update', 'not_change', 'americans', 'brit']",profile show distance imperial unit mile kilometre update not_change americans brit,neutral
03d065d8-1019-433e-9196-81f52d81fe10,"Images don't load, glitches lately",3.0,male,"Addis Ababa, Ethiopia",2019-04-17,,,"['image', 'not_load', 'glitche']",image not_load glitche,neutral
8a63a727-3d63-4c00-8989-58a5d62018a8,"App works well and has what I think is an effective interface for comparing compatibility, but I can't give more than 3 stars because it has taken the profiles of people I'm most interested in and only lets me rose (super like) one of them a week unless I pay for more roses. Mind you, I am already using the paid version. I got hinge because I felt as if it was the most honest app. I no longer think that.",3.0,male,"Cancun, Mexico",2019-11-28,,,"['work', 'think', 'effective', 'interface', 'compare', 'compatibility', 'not_give', 'star', 'take', 'profile', 'people_interested', 'let', 'rise_week', 'pay', 'rose', 'mind', 'pay', 'version', 'feel', 'honest', 'think']",work think effective interface compare compatibility not_give star take profile people_interested let rise_week pay rose mind pay version feel honest think,neutral
b753d668-2e57-49ea-80d3-9291855dcab3,Dark mode not working for lastest Android update,3.0,male,"Paris, France",2017-11-05,,,"['dark_mode', 'not_work', 'lastest', 'android', 'update']",dark_mode not_work lastest android update,neutral
0f36b30c-7010-4d21-b072-be371212d973,not much matches 😕,3.0,male,"Dubai, United Arab Emirates",2018-06-27,,,"['not_much', 'match', 'confuse', 'face']",not_much match confuse face,neutral
14188280-a4ef-450b-8fd0-34ca6018f498,"What can I say it's another dating app, and when there's another dating app, it's another way to either put things behind a pay wall or have harsh algorithms set for your account specifically, so you can get matched with users that get more ""attention"". So this one has both, and I'm really disappointed in this approach. Hinge used to be the dating app that made it seem like you get natural connections, and afterward, you delete your account, but not anymore.",3.0,female,"Caracas, Venezuela",2020-07-30,,,"['thing', 'pay_wall', 'harsh', 'algorithm', 'set', 'account', 'match', 'user', 'attention', 'disappointed', 'approach', 'natural', 'connection', 'delete', 'account']",thing pay_wall harsh algorithm set account match user attention disappointed approach natural connection delete account,neutral
935bacff-5e38-4923-a7e0-9be6070095d4,"This app is so controlling of what you can and can't say. It's dumb. If the recipient didn't like how I talked or what I said they can block me, but when they enjoy the flow of conversation and this app deletes a message without the chance to alter them... it's restricting a persons method of expressions and flow of thought, thus causing a gap in conversation and a potential miscommunication that could lead to an unmatch for the wrong reasons. Atleast add an option to remove the filter.",3.0,male,"Philadelphia, United States",2020-04-04,,,"['control', 'not_say', 'dumb', 'recipient', 'not_like', 'talk', 'block', 'enjoy', 'flow', 'conversation', 'delete', 'message', 'chance', 'alter', 'restrict', 'person', 'method', 'expression', 'flow', 'thought', 'cause', 'gap', 'conversation', 'potential', 'miscommunication', 'lead', 'unmatch', 'wrong', 'reason', 'atleast', 'add', 'option', 'remove', 'filter']",control not_say dumb recipient not_like talk block enjoy flow conversation delete message chance alter restrict person method expression flow thought cause gap conversation potential miscommunication lead unmatch wrong reason atleast add option remove filter,neutral
ccc17715-fc97-4ae5-ae88-a0de055d21c7,Has too many fake profiles & no one right swipes as expected.,3.0,male,"Amsterdam, Netherlands",2017-09-10,,,"['fake_profile', 'right', 'swipe', 'expect']",fake_profile right swipe expect,neutral
ccb7369c-0774-48d1-8169-864d3a1c8b03,It's good and nice to meet new friends,3.0,male,"San Francisco, United States",2019-07-28,,,"['meet', 'new', 'friend']",meet new friend,neutral
c174e757-4259-4d80-a09b-1c3c2f79d569,Meh... Not that impressed,3.0,female,"Perth, Australia",2021-02-27,,,"['meh', 'impress']",meh impress,neutral
7136bdb0-d483-40e7-a22f-b35a66d6f9cc,"What's with the algorithm here...buddy of mine signed up same time I did and we have similar profiles and we have totally different people to pick from...shouldn't you just show us, ya know, everyone?🧐",3.0,male,"San Jose, United States",2019-07-06,,,"['algorithm', 'buddy', 'sign', 'time', 'similar', 'profile', 'different', 'people', 'pick', 'know', 'face', 'monocle']",algorithm buddy sign time similar profile different people pick know face monocle,neutral
44cf0971-de2f-4d4b-86c9-29df174f044e,"Though a touch more thoughtful than the competition, the app has a lot of technical errors. Notifications for messages don't come, messages arrive weeks late (ruining connections which hinge(!) on communication). The 'review likes' button is very annoying. if you click it once you see swathes of profiles you already 'swiped left' on...and you spend ages reconfirming your decision thanks to one accidental click.",3.0,female,"Medellín, Colombia",2020-10-14,,,"['touch', 'thoughtful', 'competition', 'technical', 'error', 'notification', 'message', 'not_come', 'message', 'arrive', 'week', 'ruin', 'connection', 'communication', 'review', 'likes', 'button', 'annoying', 'click', 'swathe', 'profile', 'swipe_left', 'spend', 'age', 'reconfirm', 'decision', 'thank', 'accidental', 'click']",touch thoughtful competition technical error notification message not_come message arrive week ruin connection communication review likes button annoying click swathe profile swipe_left spend age reconfirm decision thank accidental click,neutral
2b5ff196-2e5c-41dc-afd2-cae87945656f,"nothing special, keeps presenting people i passed by without any option not to see them again.",3.0,male,"Lyon, France",2018-01-30,,,"['special', 'keep', 'present', 'people', 'pass', 'option']",special keep present people pass option,neutral
58f371dc-2615-4ad8-b51e-81b9ba6f7d96,Trial run. Read this was the best of the worst. Got Plus so far not impressed. 🤞🏼,3.0,female,"Hobart, Australia",2021-06-18,,,"['trial', 'run', 'read', 'good', 'not_impressed', 'cross', 'finger', 'medium_light', 'skin_tone']",trial run read good not_impressed cross finger medium_light skin_tone,neutral
6660aeec-a5c5-4890-bdcf-97237e8056e3,"Less skeevy dudes than other apps, so that's a plus.",3.0,male,"Houston, United States",2019-11-09,,,"['skeevy', 'dude', 'app', 'plus']",skeevy dude app plus,neutral
d894c2e4-7a2c-41da-96c9-48d9d524a129,"Organic experience in how you like someone, but you only get like 5 free likes per day, which is pretty lame considering the 1, 3, and 6 month pay options.",3.0,male,"San Diego, United States",2019-07-10,,,"['organic', 'experience', 'free', 'like_day', 'lame', 'consider', 'month', 'pay', 'option']",organic experience free like_day lame consider month pay option,neutral
0ca2169a-f293-4315-8443-9a97dbfc9cb9,Too expensive,3.0,male,"Dar es Salaam, Tanzania",2018-10-25,,,['expensive'],expensive,neutral
a7b25862-18bc-4ed8-9a09-f9fd43b76cff,Haven't been on here long enough to give a full review.,3.0,male,"Toronto, Canada",2020-03-17,,,['review'],review,neutral
2757bce1-9fdd-44a3-b88f-be444eddbb5c,Lots of bugs not able to receive messages. It shows you have a message and then it disappears.,3.0,male,"Los Angeles, United States",2020-03-16,,,"['lot', 'bug', 'not_able', 'receive_message', 'show', 'message', 'disappear']",lot bug not_able receive_message show message disappear,neutral
df44b5f0-46fd-4030-86b1-1f142c455eac,"this app is good and I like using it, but I am upset that we can only choose 3 written prompts to answer about ourselves and not able to write a bio like other dating apps. it limits what we can know write off the bat in our profiles.",3.0,male,"Accra, Ghana",2019-01-05,,,"['upset', 'choose', 'write', 'prompt', 'answer', 'not_able', 'write', 'bio', 'app', 'limit', 'know', 'write', 'bat', 'profile']",upset choose write prompt answer not_able write bio app limit know write bat profile,neutral
04908c90-0de7-4f6f-8265-901667df54d5,An average experience,3.0,male,"Calgary, Canada",2019-11-22,,,"['average', 'experience']",average experience,neutral
872a4b2e-68b7-4685-830c-422a4e9994c0,Yeah deleted it right away,3.0,female,"Salvador, Brazil",2020-11-01,,,['delete'],delete,neutral
0b00f690-43e5-4757-a1dc-7473b2cd51cb,Respectable Dating App,3.0,female,"Quito, Ecuador",2020-10-24,,,['respectable'],respectable,neutral
810326fb-7059-4310-80d5-2f400af14362,New update didn't fixes any bugs...I'm not able to see mssgs of other person....also the app is lagging a lot,3.0,male,"Los Angeles, United States",2019-11-05,,,"['new_update', 'not_fix', 'bug', 'not_able', 'mssg', 'person', 'lag']",new_update not_fix bug not_able mssg person lag,neutral
53d8cc96-a02a-4442-aa9c-c767a5e26ef1,We neeeeedd a weight preference,3.0,male,"Rome, Italy",2017-12-02,,,"['neeeeedd', 'weight', 'preference']",neeeeedd weight preference,neutral
9a03c015-9e5d-4364-9085-59f9d79fbb5d,"""Subscribers go on twice as may dates."" Well that may be true but two times zero is still zero.",3.0,female,"Rio de Janeiro, Brazil",2020-07-24,,,"['subscriber', 'date', 'true', 'time']",subscriber date true time,neutral
445d5d27-25ed-4b8a-9b4e-d31e41543a88,Seems okay but it will only let me Swipe on men in their late 20s/ early 30s and I'm 19 so I don't wanna date men a lot older than me,3.0,male,"Cancun, Mexico",2020-03-02,,,"['okay', 'swipe', 'man', 'late', 'early', 'not_wanna', 'date', 'man', 'old']",okay swipe man late early not_wanna date man old,neutral
a1b1174c-00d6-44d6-9459-dd9b1e2f09f5,"Better than Tinder, but... You seriously need to stop revolving back through the people we've seen. You could end up liking the same person a couple of times.",3.0,female,"Santa Cruz, Bolivia",2020-09-13,,,"['well', 'need', 'stop', 'revolve', 'people', 'see', 'end', 'like', 'person', 'couple', 'time']",well need stop revolve people see end like person couple time,neutral
60564d06-f83f-4108-887f-3c5a4a4ac758,I like the way the app works and the free version is usable unlike some dating sites. But the one thing I don't like is that you can't pay for the subscriptions monthly. Who has £100 lying around spare that they can just throw at a dating site?!,3.0,female,"Wellington, New Zealand",2021-02-26,,,"['work', 'free_version', 'usable', 'site', 'not_like', 'not_pay_subscription', 'lie', 'spare', 'throw', 'site']",work free_version usable site not_like not_pay_subscription lie spare throw site,neutral
4fc8a034-628f-4d6e-bfbc-d2fec2edc1a7,"I haven't had any success finding good matches. I don't like that the most compatible and quality profiles are kept from me through the ""Roses"" paywall. I'm already paying for the app; I shouldn't have to pay more to see the profiles that actually match my interests and parameters.",3.0,male,"San Antonio, United States",2020-04-14,,,"['success', 'find', 'match', 'not_like', 'compatible', 'quality', 'profile', 'keep', 'rose', 'paywall', 'pay', 'pay', 'profile', 'match', 'interest', 'parameter']",success find match not_like compatible quality profile keep rose paywall pay pay profile match interest parameter,neutral
c5cebb43-3c6b-465e-92e2-135ad0a999f5,It's okay. Rather just ask people out in person.,3.0,female,"Port Moresby, Papua New Guinea",2021-06-01,,,"['okay', 'ask', 'people', 'person']",okay ask people person,neutral
f556d0cc-a700-4939-bbf9-787ca24950bc,Pls include a dark mode! Would be so mucb better,3.0,male,"Vienna, Austria",2017-11-02,,,"['include', 'dark_mode', 'mucb']",include dark_mode mucb,neutral
0894e19d-4676-45a6-848f-01a24b1be3c6,"The app works perfectly fine, but... Hoo boy are there some scary people out there! Think I'm scarred for life 😬😆",3.0,male,"Cancun, Mexico",2019-10-05,,,"['work_fine', 'hoo', 'boy', 'scary', 'people', 'think', 'scarred', 'life', 'grimacing', 'face', 'grin', 'squint', 'face']",work_fine hoo boy scary people think scarred life grimacing face grin squint face,neutral
1db92c2d-3365-4302-8e47-9d8610454309,"How can I get the most compatible people in my standouts, but not a single person I'd be interested in in my feed?",3.0,male,"Cairo, Egypt",2019-03-12,,,"['compatible', 'people', 'standout', 'single', 'person', 'interested', 'feed']",compatible people standout single person interested feed,neutral
